DateTime,ManagedEntityGuid,Objectname,CounterName,SampleValue,AlertName,Severity
11/20/2020 14:31,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DW Writer Module,Avg. Batch Size,5.095238209,NULL,NULL
11/20/2020 14:31,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DW Writer Module,Avg. Batch Size,0,NULL,NULL
11/20/2020 14:31,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DW Writer Module,Avg. Batch Size,1,NULL,NULL
11/20/2020 14:31,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DW Writer Module,Data Items/sec,0.016660176,NULL,NULL
11/20/2020 14:31,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DW Writer Module,Data Items/sec,0.594212949,NULL,NULL
11/20/2020 14:31,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DW Writer Module,Data Items/sec,0,NULL,NULL
11/20/2020 14:31,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DW Writer Module,Data Items/sec,0.005553392,NULL,NULL
11/20/2020 14:31,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DW Writer Module,Batches/sec,0.005553392,NULL,NULL
11/20/2020 14:31,15F5884C-417A-246D-A847-276EC3D14572,OpsMgr DW Synchronization Module,Avg. Batch Size,0,NULL,NULL
11/20/2020 14:31,15F5884C-417A-246D-A847-276EC3D14572,OpsMgr DW Synchronization Module,Avg. Batch Processing Time ms,62.16666794,NULL,NULL
11/20/2020 14:31,15F5884C-417A-246D-A847-276EC3D14572,OpsMgr DW Synchronization Module,Avg. Batch Processing Time ms,25.33333397,NULL,NULL
11/20/2020 14:31,15F5884C-417A-246D-A847-276EC3D14572,OpsMgr DW Synchronization Module,Avg. Batch Processing Time ms,33.33333206,NULL,NULL
11/20/2020 14:31,15F5884C-417A-246D-A847-276EC3D14572,OpsMgr DW Synchronization Module,Avg. Batch Processing Time ms,17.83333397,NULL,NULL
11/20/2020 14:31,15F5884C-417A-246D-A847-276EC3D14572,OpsMgr DW Synchronization Module,Avg. Batch Processing Time ms,61.83333206,NULL,NULL
11/20/2020 14:31,15F5884C-417A-246D-A847-276EC3D14572,OpsMgr DW Synchronization Module,Avg. Batch Processing Time ms,48.83333206,NULL,NULL
11/20/2020 14:31,15F5884C-417A-246D-A847-276EC3D14572,OpsMgr DW Synchronization Module,Avg. Batch Processing Time ms,33.16666794,NULL,NULL
11/20/2020 14:31,15F5884C-417A-246D-A847-276EC3D14572,OpsMgr DW Synchronization Module,Data Items/sec,0,NULL,NULL
11/20/2020 14:31,890EF131-71A4-B6C1-F5FA-C266306567D0,Network Adapter,Current Bandwidth,49999998976,NULL,NULL
11/20/2020 14:31,890EF131-71A4-B6C1-F5FA-C266306567D0,Network Adapter,Bytes Total/sec,16057.44043,NULL,NULL
11/20/2020 14:31,85BF792A-CC2E-CDA7-5697-5EDB7641810B,LogicalDisk,% Free Space,55.59766769,NULL,NULL
11/20/2020 14:31,85BF792A-CC2E-CDA7-5697-5EDB7641810B,LogicalDisk,Free Megabytes,72024,NULL,NULL
11/20/2020 14:31,FEDEA8F4-D795-F314-E12E-0B556BDD3CBD,Memory,Available Bytes,2272735232,NULL,NULL
11/20/2020 14:31,AF487CE3-8C62-2C7A-F748-9241D73F0403,Memory,Pool Nonpaged Bytes,170385408,NULL,NULL
11/20/2020 14:31,AF487CE3-8C62-2C7A-F748-9241D73F0403,Processor Information,% Processor Time,10.95149422,NULL,NULL
11/20/2020 14:31,AF487CE3-8C62-2C7A-F748-9241D73F0403,Memory,Free System Page Table Entries,12309684,NULL,NULL
11/20/2020 14:31,FEDEA8F4-D795-F314-E12E-0B556BDD3CBD,Memory,Committed Bytes,2124091392,NULL,NULL
11/20/2020 14:31,FEDEA8F4-D795-F314-E12E-0B556BDD3CBD,Processor,% Processor Time,10.9488821,NULL,NULL
11/20/2020 14:31,7BF67D08-3707-B9E3-DDCB-B0EAB3367FB6,LogicalDisk,Free Megabytes,7447,NULL,NULL
11/20/2020 14:31,AF487CE3-8C62-2C7A-F748-9241D73F0403,Memory,Pages/sec,253.6500702,NULL,NULL
11/20/2020 14:31,AF487CE3-8C62-2C7A-F748-9241D73F0403,Memory,Available MBytes,2167,NULL,NULL
11/20/2020 14:31,AF487CE3-8C62-2C7A-F748-9241D73F0403,Memory,Pool Paged Bytes,265068544,NULL,NULL
11/20/2020 14:31,97D82F95-98BF-ABD5-4ECC-2AE37FA0FBD6,Network Adapter,Current Bandwidth,40000000000,NULL,NULL
11/20/2020 14:31,7BF67D08-3707-B9E3-DDCB-B0EAB3367FB6,LogicalDisk,% Free Space,90.93906403,NULL,NULL
11/20/2020 14:31,AF487CE3-8C62-2C7A-F748-9241D73F0403,Memory,PercentMemoryUsed,47.08892367,NULL,NULL
11/20/2020 14:32,A1A8A538-8B75-B8F5-5F44-7159F192F602,Processor,% Processor Time,57.42047119,NULL,NULL
11/20/2020 14:32,03CD008D-FA21-A6CF-785F-57B9D6F056D6,LogicalDisk,% Free Space,90.97570038,NULL,NULL
11/20/2020 14:32,0C20EBB5-65F4-8429-C23C-410967AAE913,Processor Information,% Processor Time,57.42047119,NULL,NULL
11/20/2020 14:32,5D2A12BA-4259-3807-DD50-D94AC31910B6,Network Adapter,Bytes Total/sec,22410.08984,NULL,NULL
11/20/2020 14:32,03CD008D-FA21-A6CF-785F-57B9D6F056D6,LogicalDisk,Free Megabytes,7450,NULL,NULL
11/20/2020 14:32,0C20EBB5-65F4-8429-C23C-410967AAE913,Memory,Pool Nonpaged Bytes,210534400,NULL,NULL
11/20/2020 14:32,5D2A12BA-4259-3807-DD50-D94AC31910B6,Network Adapter,Current Bandwidth,40000000000,NULL,NULL
11/20/2020 14:32,A1A8A538-8B75-B8F5-5F44-7159F192F602,DirectoryServices,LDAP Client Sessions,9,NULL,NULL
11/20/2020 14:32,37C560E9-B7FA-93EA-E6EB-DCA81AC0AC87,LogicalDisk,% Free Space,89.34676361,NULL,NULL
11/20/2020 14:32,0C20EBB5-65F4-8429-C23C-410967AAE913,Memory,Free System Page Table Entries,12299435,NULL,NULL
11/20/2020 14:32,A1A8A538-8B75-B8F5-5F44-7159F192F602,Memory,Available Bytes,1800990720,NULL,NULL
